date,total_value,cash,positions,year,daily_ret
2018-10-08,960503.6984000005,10019.161200000526,3,2018,-0.006464113022409901
2018-10-09,959527.9612000005,10019.161200000526,3,2018,-0.0010158599093635923
2018-10-10,958379.3612000006,10019.161200000526,3,2018,-0.0011970469297876152
2018-10-11,941564.6612000006,10019.161200000526,3,2018,-0.017544931246167628
2018-10-12,948311.9612000005,10019.161200000526,3,2018,0.007166050594338058
2018-10-15,942930.1612000006,10019.161200000526,3,2018,-0.005675136685178717
2018-10-16,941502.6612000004,10019.161200000526,3,2018,-0.0015138979096642746
2018-10-17,944308.0612000006,10019.161200000526,3,2018,0.0029797048012849547
2018-10-18,936559.8612000006,10019.161200000526,3,2018,-0.008205161343379563
2018-10-19,947776.5612000006,10019.161200000526,3,2018,0.011976490200667156
2018-10-22,963776.5612000006,10019.161200000526,3,2018,0.016881616042226266
2018-10-23,950910.4612000006,10019.161200000526,3,2018,-0.013349670990110418
2018-10-24,953231.4612000006,10019.161200000526,3,2018,0.002440818662433175
2018-10-25,953174.3612000006,10019.161200000526,3,2018,-5.9901505902959506e-05
2018-10-26,952171.8612000006,10019.161200000526,3,2018,-0.0010517488098797934
2018-10-29,940501.4612000005,10019.161200000526,3,2018,-0.012256610886707153
2018-10-30,944304.4612000005,10019.161200000526,3,2018,0.00404358755078138
2018-10-31,949701.1612000004,10019.161200000526,3,2018,0.005715000004492099
2018-11-01,950798.3612000005,14367.049500000518,3,2018,0.0011553107912531946
2018-11-02,959594.8495000006,14367.049500000518,3,2018,0.009251686434227802
2018-11-05,960589.3495000005,14367.049500000518,3,2018,0.0010363748831270225
2018-11-06,957503.0495000004,14367.049500000518,3,2018,-0.003212923401250012
2018-11-07,950154.0495000005,14367.049500000518,3,2018,-0.007675171378135559
2018-11-08,942723.8495000006,14367.049500000518,3,2018,-0.007819995088070186
2018-11-09,943042.8495000005,14367.049500000518,3,2018,0.00033838117086903985
2018-11-12,952415.1495000005,14367.049500000518,3,2018,0.009938360706482463
2018-11-13,963593.8495000005,14367.049500000518,3,2018,0.011737213552166281
2018-11-14,956735.1495000005,14367.049500000518,3,2018,-0.00711783289563217
2018-11-15,971266.7495000005,14367.049500000518,3,2018,0.015188738500508059
2018-11-16,984054.9495000006,14367.049500000518,3,2018,0.013166516826179198
2018-11-19,998234.0495000005,14367.049500000518,3,2018,0.014408849838318805
2018-11-20,975086.5495000005,14367.049500000518,3,2018,-0.023188449654261145
2018-11-21,976544.2495000005,14367.049500000518,3,2018,0.0014949442187952577
2018-11-22,970861.0495000005,14367.049500000518,3,2018,-0.005819705561637134
2018-11-23,954064.8495000005,14367.049500000518,3,2018,-0.017300312963065334
2018-11-26,951630.5495000005,14367.049500000518,3,2018,-0.0025515037067718183
2018-11-27,954166.4495000006,14367.049500000518,3,2018,0.0026647946530640176
2018-11-28,966153.6495000005,14367.049500000518,3,2018,0.012563007226130685
2018-11-29,950912.0495000005,14367.049500000518,3,2018,-0.015775544612275483
2018-11-30,957332.5495000005,14367.049500000518,3,2018,0.006751938839534066
2018-12-03,971741.0495000005,12134.265100000572,3,2018,0.015050673882889942
2018-12-04,974789.0651000005,12134.265100000572,3,2018,0.003136654154487273
2018-12-05,970967.0651000005,12134.265100000572,3,2018,-0.003920848249983067
2018-12-06,959841.4651000006,12134.265100000572,3,2018,-0.011458267123462096
2018-12-07,961393.4651000005,12134.265100000572,3,2018,0.001616933687937916
2018-12-10,956056.6651000006,12134.265100000572,3,2018,-0.005551109086688877
2018-12-11,958483.0651000007,12134.265100000572,3,2018,0.0025379248830887935
2018-12-12,960035.8651000006,12134.265100000572,3,2018,0.0016200599223292755
2018-12-13,963872.6651000006,12134.265100000572,3,2018,0.003996517358859641
2018-12-14,950044.2651000005,12134.265100000572,3,2018,-0.014346708336796077
2018-12-17,953386.2651000005,12134.265100000572,3,2018,0.003517730828729526
2018-12-18,945609.4651000006,12134.265100000572,3,2018,-0.008157029616096101
2018-12-19,943038.2651000004,12134.265100000572,3,2018,-0.0027190929182675516
2018-12-20,945991.8651000006,12134.265100000572,3,2018,0.003132004404600597
2018-12-21,938873.8651000005,12134.265100000572,3,2018,-0.007524377600485632
2018-12-24,936464.2651000005,12134.265100000572,3,2018,-0.0025664789377679575
2018-12-25,926606.6651000006,415881.71350000054,1,2018,-0.010526402733528006
2018-12-26,926145.3135000005,415881.71350000054,1,2018,-0.0004978936774108211
2018-12-27,926316.9135000005,415881.71350000054,1,2018,0.00018528409904861043
2018-12-28,928890.9135000005,415881.71350000054,1,2018,0.0027787466281645745
2019-01-02,927456.5135000006,19690.284300000523,1,2019,-0.00154420716055359
2019-01-03,926986.2843000005,19690.284300000523,1,2019,-0.0005070094318767593
2019-01-04,928600.8843000005,19690.284300000523,1,2019,0.001741773343733044
2019-01-07,929466.6843000005,19690.284300000523,1,2019,0.000932370423761375
2019-01-08,929341.8843000005,19690.284300000523,1,2019,-0.000134270546871762
2019-01-09,929357.4843000005,19690.284300000523,1,2019,1.6786072233987426e-05
2019-01-10,929302.8843000005,19690.284300000523,1,2019,-5.8750266632934256e-05
2019-01-11,928944.0843000005,19690.284300000523,1,2019,-0.0003860958639662071
2019-01-14,928156.2843000005,19690.284300000523,1,2019,-0.0008480596553812614
2019-01-15,928421.4843000006,19690.284300000523,1,2019,0.00028572774271529155
2019-01-16,929162.4843000006,19690.284300000523,1,2019,0.0007981288806113707
2019-01-17,929724.0843000006,19690.284300000523,1,2019,0.0006044152766488953
2019-01-18,929193.6843000004,19690.284300000523,1,2019,-0.0005704918361876254
2019-01-21,928234.2843000005,19690.284300000523,1,2019,-0.001032508094071516
2019-01-22,928507.2843000005,19690.284300000523,1,2019,0.0002941067838340139
2019-01-23,928296.6843000005,19690.284300000523,1,2019,-0.00022681566807392084
2019-01-24,928585.2843000005,19690.284300000523,1,2019,0.00031089198623779346
2019-01-25,928554.0843000006,19690.284300000523,1,2019,-3.359949864323308e-05
2019-01-28,928374.6843000005,19690.284300000523,1,2019,-0.00019320360874319764
2019-01-29,928936.2843000005,19690.284300000523,1,2019,0.0006049281712410259
2019-01-30,929591.4843000005,19690.284300000523,1,2019,0.0007053228634443798
2019-01-31,930137.4843000006,19690.284300000523,1,2019,0.0005873547781165556
2019-02-01,930964.2843000005,10220.778100000636,4,2019,0.0008889008495578388
2019-02-11,944117.4781000006,10220.778100000636,4,2019,0.014128569722618334
2019-02-12,947054.7781000007,10220.778100000636,4,2019,0.0031111594352761784
2019-02-13,961337.0781000006,10220.778100000636,4,2019,0.01508075385951102
2019-02-14,964017.1781000007,10220.778100000636,4,2019,0.0027878878918277117
2019-02-15,951507.7781000007,10220.778100000636,4,2019,-0.012976324783604998
2019-02-18,977172.4781000006,10220.778100000636,4,2019,0.026972664428711157
2019-02-19,976530.6781000006,10220.778100000636,4,2019,-0.0006567929555773011
2019-02-20,979697.1781000006,10220.778100000636,4,2019,0.0032426016622038034
2019-02-21,979348.1781000006,10220.778100000636,4,2019,-0.0003562325255206389
2019-02-22,1008568.5781000006,10220.778100000636,4,2019,0.02983657973070364
2019-02-25,1063007.1781000006,10220.778100000636,4,2019,0.05397610155826449
2019-02-26,1042685.5781000006,10220.778100000636,4,2019,-0.019117086336446376
2019-02-27,1045826.7781000007,10220.778100000636,4,2019,0.0030126052052279473
2019-02-28,1035129.6781000006,10220.778100000636,4,2019,-0.010228366899759478
2019-03-01,1057218.3781000006,2153.621900000704,4,2019,0.021339065498096943
2019-03-04,1061251.7219000007,2153.621900000704,4,2019,0.0038150526736480117
2019-03-05,1062151.0219000007,2153.621900000704,4,2019,0.0008473955626568941
2019-03-06,1088342.4219000007,2153.621900000704,4,2019,0.024658828603439265
2019-03-07,1108265.1219000008,2153.621900000704,4,2019,0.018305543916242506
2019-03-08,1050656.8219000008,2153.621900000704,4,2019,-0.051980612636475354
2019-03-11,1065376.7219000007,2153.621900000704,4,2019,0.014010188382330702
2019-03-12,1072277.0219000007,2153.621900000704,4,2019,0.0064768638718650795
2019-03-13,1058585.9219000007,2153.621900000704,4,2019,-0.012768248988251574
2019-03-14,1042940.9219000007,484007.6855000007,2,2019,-0.014779149879416087
2019-03-15,1046597.6855000008,484007.6855000007,2,2019,0.0035062039691935443
2019-03-18,1065572.3855000008,484007.6855000007,2,2019,0.018129889128251753
2019-03-19,1063475.3855000008,484007.6855000007,2,2019,-0.001967956404027915
2019-03-20,1064621.0855000005,484007.6855000007,2,2019,0.0010773168947968426
2019-03-21,1062298.1855000006,484007.6855000007,2,2019,-0.002181903056061474
2019-03-22,1062102.8855000008,484007.6855000007,2,2019,-0.00018384668510740276
2019-03-25,1053958.7855000007,484007.6855000007,2,2019,-0.007667901209181038
2019-03-26,1053867.8855000008,484007.6855000007,2,2019,-8.62462567327027e-05
2019-03-27,1060320.8855000008,484007.6855000007,2,2019,0.006123158404184981
2019-03-28,1063692.2855000007,484007.6855000007,2,2019,0.0031796035012647828
2019-03-29,1075442.6855000006,484007.6855000007,2,2019,0.011046803817399642
2019-04-01,1084880.9855000007,10079.745800000848,4,2019,0.008776199910283333
2019-04-02,1078364.1458000008,10079.745800000848,4,2019,-0.00600696277942081
2019-04-03,1105822.5458000007,10079.745800000848,4,2019,0.025463012755890135
2019-04-04,1115093.2458000008,10079.745800000848,4,2019,0.008383533176467672
2019-04-08,1107738.845800001,10079.745800000848,4,2019,-0.006595322882369081
2019-04-09,1102734.0458000007,10079.745800000848,4,2019,-0.004518032403554306
2019-04-10,1093007.7458000008,10079.745800000848,4,2019,-0.008820168414174323
2019-04-11,1074585.7458000008,10079.745800000848,4,2019,-0.016854409377050183
2019-04-12,1076461.3458000007,10079.745800000848,4,2019,0.0017454167871950865
2019-04-15,1063873.5458000007,10079.745800000848,4,2019,-0.011693685099900208
2019-04-16,1081145.345800001,10079.745800000848,4,2019,0.016234824212131738
2019-04-17,1080722.1458000008,10079.745800000848,4,2019,-0.0003914367310965394
2019-04-18,1076023.545800001,10079.745800000848,4,2019,-0.00434764848509861
2019-04-19,1082896.4458000008,10079.745800000848,4,2019,0.006387313759839808
2019-04-22,1070298.645800001,10079.745800000848,4,2019,-0.01163343000049566
2019-04-23,1074668.345800001,10079.745800000848,4,2019,0.004082692262713072
2019-04-24,1079127.3458000007,10079.745800000848,4,2019,0.0041491870654106755
2019-04-25,1061300.045800001,10079.745800000848,4,2019,-0.016520107723508537
2019-04-26,1064539.145800001,10079.745800000848,4,2019,0.003052011552075795
2019-04-29,1045754.6458000009,474588.3722000008,2,2019,-0.017645663923315458
2019-04-30,1048207.1722000008,474588.3722000008,2,2019,0.0023452216156532035
2019-05-06,1035372.3722000008,6355.880000000936,3,2019,-0.012244526025386837
2019-05-07,1040992.5800000009,6355.880000000936,3,2019,0.0054281995066740585
2019-05-08,1033037.080000001,6355.880000000936,3,2019,-0.007642225461395591
2019-05-09,1021074.780000001,6355.880000000936,3,2019,-0.011579739228721575
2019-05-10,1039973.780000001,6355.880000000936,3,2019,0.018508928405811753
2019-05-13,1037229.580000001,6355.880000000936,3,2019,-0.0026387203723539088
2019-05-14,1033464.4800000009,6355.880000000936,3,2019,-0.003629958181485815
2019-05-15,1052860.080000001,6355.880000000936,3,2019,0.018767553578619367
2019-05-16,1060791.080000001,6355.880000000936,3,2019,0.0075328148066931
2019-05-17,1051730.6800000009,6355.880000000936,3,2019,-0.008541172876378345
2019-05-20,1042652.5800000009,6355.880000000936,3,2019,-0.008631582374301394
2019-05-21,1044122.6800000009,6355.880000000936,3,2019,0.0014099615041474056
2019-05-22,1036819.0800000009,6355.880000000936,3,2019,-0.006994963465404291
2019-05-23,1027356.6800000009,6355.880000000936,3,2019,-0.009126375259220776
2019-05-24,1029888.8800000009,6355.880000000936,3,2019,0.0024647720205606127
2019-05-27,1034940.2800000008,6355.880000000936,3,2019,0.004904800991734071
2019-05-28,1039893.9800000009,6355.880000000936,3,2019,0.004786459755919514
2019-05-29,1042594.9800000009,6355.880000000936,3,2019,0.002597380167543628
2019-05-30,1042409.680000001,6355.880000000936,3,2019,-0.00017772961078321714
2019-05-31,1040711.480000001,6355.880000000936,3,2019,-0.0016291099675896925
2019-06-03,1042395.9800000009,14145.14690000104,2,2019,0.001618604226408582
2019-06-04,1037107.4469000011,14145.14690000104,2,2019,-0.0050734396539017235
2019-06-05,1036939.5469000009,14145.14690000104,2,2019,-0.00016189257969567716
2019-06-06,1033024.1469000011,14145.14690000104,2,2019,-0.0037759192536394037
2019-06-10,1037333.5469000011,14145.14690000104,2,2019,0.0041716353029424
2019-06-11,1048804.5469000011,14145.14690000104,2,2019,0.011058159677068469
2019-06-12,1046269.7469000011,14145.14690000104,2,2019,-0.0024168468829509626
2019-06-13,1045733.346900001,14145.14690000104,2,2019,-0.0005126784957600883
2019-06-14,1043788.146900001,14145.14690000104,2,2019,-0.0018601300281438915
2019-06-17,1041054.446900001,14145.14690000104,2,2019,-0.002619018052771427
2019-06-18,1042927.2469000011,14145.14690000104,2,2019,0.0017989452958746543
2019-06-19,1045019.0469000011,14145.14690000104,2,2019,0.002005700787104381
2019-06-20,1052275.946900001,14145.14690000104,2,2019,0.006944275342662065
2019-06-21,1053033.0469000011,14145.14690000104,2,2019,0.000719488079367947
2019-06-24,1053440.0469000011,14145.14690000104,2,2019,0.00038650259001671294
2019-06-25,1052045.246900001,14145.14690000104,2,2019,-0.001324043075925041
2019-06-26,1050699.846900001,14145.14690000104,2,2019,-0.0012788423349323619
2019-06-27,1054624.6469000012,14145.14690000104,2,2019,0.00373541502987762
2019-06-28,1055089.446900001,14145.14690000104,2,2019,0.0004407255238780827
2019-07-01,1066405.146900001,3343.886900001098,4,2019,0.01072487269515121
2019-07-02,1065811.3869000012,3343.886900001098,4,2019,-0.0005567865100105651
2019-07-03,1058721.8869000012,3343.886900001098,4,2019,-0.0066517397797938305
2019-07-04,1050712.3869000012,3343.886900001098,4,2019,-0.007565254009674116
2019-07-05,1058379.286900001,3343.886900001098,4,2019,0.0072968588698378856
2019-07-08,1044928.4869000011,3343.886900001098,4,2019,-0.012708865495088761
2019-07-09,1043970.486900001,3343.886900001098,4,2019,-0.0009168091520236343
2019-07-10,1043682.3869000011,3343.886900001098,4,2019,-0.00027596565574894427
2019-07-11,1043911.486900001,3343.886900001098,4,2019,0.0002195112257095122
2019-07-12,1049993.786900001,3343.886900001098,4,2019,0.005826451836507873
2019-07-15,1051812.786900001,3343.886900001098,4,2019,0.0017323912033522237
2019-07-16,1046591.5869000012,3343.886900001098,4,2019,-0.004964001260517437
2019-07-17,1045471.3869000011,3343.886900001098,4,2019,-0.0010703315543727498
2019-07-18,1039217.2869000011,3343.886900001098,4,2019,-0.005982086242019902
2019-07-19,1046449.3869000011,3343.886900001098,4,2019,0.006959179847338293
2019-07-22,1042100.286900001,3343.886900001098,4,2019,-0.004156053846888774
2019-07-23,1040944.4869000012,3343.886900001098,4,2019,-0.001109106306301899
2019-07-24,1045661.086900001,3343.886900001098,4,2019,0.0045310773622964096
2019-07-25,1052331.286900001,3343.886900001098,4,2019,0.006378931073905303
2019-07-26,1052529.0869000012,3343.886900001098,4,2019,0.00018796362178186143
2019-07-29,1054444.486900001,3343.886900001098,4,2019,0.00181980718997643
2019-07-30,1055799.986900001,3343.886900001098,4,2019,0.0012855110125191693
2019-07-31,1048960.986900001,3343.886900001098,4,2019,-0.006477552647145224
2019-08-01,1043491.2869000011,6370.68590000103,4,2019,-0.005214397931199155
2019-08-02,1034334.085900001,6370.68590000103,4,2019,-0.00877554141080017
2019-08-05,1028063.485900001,6370.68590000103,4,2019,-0.006062451277087821
2019-08-06,1017590.0859000011,6370.68590000103,4,2019,-0.010187503149021171
2019-08-07,1010725.0859000011,6370.68590000103,4,2019,-0.006746331450279697
2019-08-08,1021314.085900001,6370.68590000103,4,2019,0.010476637166446645
2019-08-09,1011355.485900001,6370.68590000103,4,2019,-0.009750771224529053
