date,code,market_state,reversal_5,momentum_20,momentum_60,momentum_120,low_volatility_20,drawdown_20,forward_return_5,forward_return_20
2024-09-20,159928,bear,0.02898550724637672,-0.07330567081604422,-0.1561712846347607,-0.23076923076923073,-0.01393405661283174,-0.07202216066481981,0.26716417910447743,0.23880597014925353
2024-09-20,512010,bear,0.022222222222222254,-0.03749999999999998,-0.07784431137724557,-0.1607629427792916,-0.010606996138943784,-0.04643962848297223,0.1785714285714286,0.2402597402597404
2024-09-20,159801,bear,0.028423772609819098,-0.0806845965770171,-0.12149532710280375,-0.11943793911007028,-0.014289242452264855,-0.08292682926829265,0.16755319148936176,0.5664893617021276
2024-09-20,512890,bear,-0.016949152542372836,-0.06614785992217909,-0.08309455587392545,-0.043824701195219196,-0.009714229655331759,-0.07425265188042429,0.10625000000000018,0.1322916666666667
2024-09-20,510880,bear,-0.01090397467463955,-0.06017004578155649,-0.0956576463184392,-0.0610911466840901,-0.008700818735056088,-0.0610911466840901,0.10577592205984687,0.12178148921363952
2024-09-20,168204,bear,-0.029055690072639306,-0.024110218140068862,-0.14486921529175056,-0.14054600606673406,-0.01395367696235579,-0.05555555555555558,0.13411764705882345,0.12470588235294122
2024-09-20,512400,bear,-0.035755478662053086,-0.037513397642015,-0.09384460141271445,-0.11000991080277489,-0.013380193511450957,-0.03336921420882677,0.1391982182628062,0.17928730512249436
2024-09-27,512480,bull_high_vol,-0.1552,0.11419753086419737,0.027027027027026973,0.027027027027026973,-0.025086819775427763,0.0,0.21052631578947367,0.30609418282548484
2024-09-27,159995,bull_high_vol,-0.17086092715231782,0.12325285895806859,0.05238095238095242,0.04988123515439424,-0.027207742946395407,0.0,0.1945701357466063,0.2929864253393666
2024-09-27,512760,bull_high_vol,-0.16051136363636354,0.11459754433833558,0.02896725440806036,0.03156565656565635,-0.02592267076852338,0.0,0.2068543451652387,0.2937576499388006
2024-09-27,515050,bull_high_vol,-0.1469907407407407,0.1223103057757644,-0.007014028056112176,0.06788793103448265,-0.02287820655347936,0.0,0.10292633703329979,0.12008072653884971
2024-09-27,512000,bull_high_vol,-0.2710997442455243,0.31307793923381766,0.32533333333333325,0.20193470374848865,-0.03034180705605745,0.0,0.07545271629778671,0.10865191146881292
2024-09-27,515030,bull_high_vol,-0.19560439560439558,0.21836506159014557,0.10907237512742118,-0.06368330464715999,-0.028152204583490433,0.0,0.06066176470588225,0.09374999999999978
2024-09-27,159875,bull_high_vol,-0.18947368421052624,0.17098445595854916,0.12158808933002474,-0.0775510204081632,-0.026931972854496646,0.0,0.03982300884955747,0.11725663716814161
2024-09-27,512660,bull_high_vol,-0.1491782553729457,0.10989010989010994,0.0606767794632439,0.011123470522803158,-0.020385952400627322,0.0,0.06490649064906484,0.16171617161716179
2024-09-27,512690,bull_high_vol,-0.29258517034068143,0.2475822050290135,0.09322033898305104,-0.08640226628895176,-0.03844396982935761,0.0,-0.02170542635658912,-0.03410852713178303
2024-09-27,159928,bull_high_vol,-0.26716417910447743,0.21982758620689657,0.08706786171574898,-0.03082191780821919,-0.03487878879489206,0.0,-0.01531213191990577,-0.0223792697290931
2024-09-27,512010,bull_high_vol,-0.1785714285714286,0.1560509554140126,0.1273291925465838,0.0,-0.02450741272696768,0.0,0.0440771349862259,0.02203856749311295
2024-09-27,159801,bull_high_vol,-0.16755319148936176,0.11989795918367352,0.047732696897374804,0.047732696897374804,-0.026419064813462366,0.0,0.202733485193622,0.29840546697038706
2024-09-27,512890,bull_high_vol,-0.10625000000000018,0.030067895247332777,-0.005617977528089901,0.03812316715542541,-0.015939274174450575,0.0,0.01883239171374762,0.013182674199623268
2024-09-27,510880,bull_high_vol,-0.10577592205984687,0.04642739545604213,-0.021852877808556492,0.029145077720207135,-0.01592551286614622,-0.0034493571652556287,0.015103838892385202,-0.0009439899307741584
2024-09-27,168204,bull_high_vol,-0.13411764705882345,0.07289927657206463,-0.04743083003952575,-0.02429149797570851,-0.018522915102395895,0.0,0.05497925311203322,-0.024896265560165998
2024-09-27,512400,bull_high_vol,-0.1391982182628062,0.12665198237885456,0.02505010020040066,-0.051020408163265474,-0.02014055227670683,0.0,0.0,0.050830889540566915
2024-10-11,512480,bull_high_vol,-0.21052631578947367,0.33639143730886856,0.22067039106145248,0.3162650602409638,-0.04593021824406207,-0.08958333333333335,0.10526315789473673,0.208237986270023
2024-10-11,159995,bull_high_vol,-0.1945701357466063,0.3367088607594937,0.22222222222222232,0.31670822942643384,-0.048288006560683314,-0.1020408163265305,0.09564393939393945,0.2064393939393938
2024-10-11,512760,bull_high_vol,-0.2068543451652387,0.33243243243243237,0.2142857142857142,0.3164218958611482,-0.04714904835001332,-0.09375000000000011,0.09330628803245444,0.20081135902636915
2024-10-11,515050,bull_high_vol,-0.10292633703329979,0.24629418472063858,0.029190207156308823,0.24063564131668547,-0.03926105572953945,-0.0884070058381986,0.05306495882891138,0.0759377859103385
2024-10-11,512000,bull_high_vol,-0.07545271629778671,0.3955613577023498,0.4583901773533423,0.3514538558786344,-0.04672981172031819,-0.11064891846921798,0.042095416276894504,0.18241347053320878
2024-10-11,515030,bull_high_vol,-0.06066176470588225,0.235546038543897,0.19709543568464727,0.006102877070618851,-0.046393196329185676,-0.12376613515565682,0.012131715771230622,0.12651646447140386
2024-10-11,159875,bull_high_vol,-0.03982300884955747,0.1898734177215189,0.2020460358056264,-0.018789144050104456,-0.04842184081675601,-0.1407678244972579,-0.0021276595744680327,0.12127659574468086
2024-10-11,512660,bull_high_vol,-0.06490649064906484,0.17761557177615583,0.1442080378250592,0.13748531139835496,-0.042994689129214884,-0.1200000000000001,0.06714876033057848,0.22417355371900838
2024-10-11,512690,bull_high_vol,0.02170542635658912,0.19507575757575757,0.11681415929203554,-0.05680119581464882,-0.05047486891488414,-0.13204951856946356,-0.023771790808240878,0.07448494453248822
2024-10-11,159928,bull_high_vol,0.01531213191990577,0.18918918918918926,0.1029023746701847,-0.0035756853396901045,-0.04830294887036772,-0.1049250535331907,-0.028708133971291794,0.05980861244019153
2024-10-11,512010,bull_high_vol,-0.0440771349862259,0.18808777429467094,0.18808777429467094,0.07365439093484416,-0.046870773029506964,-0.13667425968109337,-0.0079155672823219,0.0395778364116095
